Nom Adresse,Adresse,Colonne 3,AdresseID,Préfix,Num,BisTer,TypeRue,Nom Rue,CodePostal,Ville,Cedex,Pays,AdresseForcee,AdresseRue,AdresseExacte,AdresseGeo,Parent,AdresseParentID
Région - Grand Est,"9 Rue Brûlée, 67000 Strasbourg, France",Région,A-R-L0233,,9,,Rue,Brûlée,67000,Strasbourg,,France,,9 Rue Brûlée,"9 Rue Brûlée, 67000, Strasbourg, France","9 Rue Brûlée, 67000, Strasbourg, France",Pays - France,A-P-L0143
Région - Haut de France,"Place Augustin Laurent, 59800 Lille",Région,A-R-L0234,,,,Pl.,Augustin Laurent,59800,Lille,,France,,Pl. Augustin Laurent,"Pl. Augustin Laurent, 59800, Lille, France","Pl. Augustin Laurent, 59800, Lille, France",Pays - France,A-P-L0143
Région - Ïle de France,"15 Pl. de l'Hôtel de Ville, 75004 Paris",Région,A-R-L0235,,15,,Pl.,de l'Hôtel de Ville,75004,Paris,,France,,15 Pl. de l'Hôtel de Ville,"15 Pl. de l'Hôtel de Ville, 75004, Paris, France","15 Pl. de l'Hôtel de Ville, 75004, Paris, France",Pays - France,A-P-L0143
Région - Normandie,"2 Pl. du Général de Gaulle, 76000 Rouen",Région,A-R-L0236,,2,,Pl.,du Général de Gaulle,76000,Rouen,,France,,2 Pl. du Général de Gaulle,"2 Pl. du Général de Gaulle, 76000, Rouen, France","2 Pl. du Général de Gaulle, 76000, Rouen, France",Pays - France,A-P-L0143
Région - Provence-Alpes-Côte d'Azur,"2 Pl. François Mireur, 13001 Marseille",Région,A-R-L0237,,2,,Pl.,François Mireur,13001,Marseille,,France,,2 Pl. François Mireur,"2 Pl. François Mireur, 13001, Marseille, France","2 Pl. François Mireur, 13001, Marseille, France",Pays - France,A-P-L0143
Région - Rijnmond (NED),"Coolsingel 40, 3011 AD Rotterdam, Pays-Bas",Région,A-R-L0238,Coolsingek,40,,,3011 AD,,Rotterdam,,Pays-Bas,,Coolsingek 40 3011 AD,"Coolsingek 40 3011 AD, Rotterdam, Pays-Bas","Coolsingek 40 3011 AD, Rotterdam, Pays-Bas",Pays - Pays-Bas,A-P-L0144
Région - Washington,"601 4th Ave E, Olympia, WA 98501, États-Unis",Région,A-R-L0239,,601,,,4th Ave E,,Olympia,WA 98501,États-Unis,,601 4th Ave E,"601 4th Ave E, Olympia, WA 98501, États-Unis","601 4th Ave E, Olympia, WA 98501, États-Unis",Pays - Etat-Unis,A-P-L0142
Restaurant - Yom Thaï Food - Nancy,"144 Rue Saint-Dizier, 54000, Nancy, France",Rue,A-R-L0240,,144,,Rue,Saint-Dizier,54000,Nancy,,France,,144 Rue Saint-Dizier,"144 Rue Saint-Dizier, 54000, Nancy, France","144 Rue Saint-Dizier, 54000, Nancy, France",Quartier - Nancy - Place des Vosges,A-Q-L0191
Shiva - Epinal,"3 Rue Paul Doumer, 88000 Épinal, France",Rue,A-R-L0241,,3,,Rue,Paul Doumer,88000,Épinal,,France,,3 Rue Paul Doumer,"3 Rue Paul Doumer, 88000, Épinal, France","3 Rue Paul Doumer, 88000, Épinal, France",Quartier - Epinal - 4 Nations,A-Q-L0161
Siège Agglo Epinal,"1 Avenue Dutac, 88000 Epinal, France",Rue,A-R-L0242,,1,,Av.,Dutac,88000,Épinal,,France,,1 Av. Dutac,"1 Av. Dutac, 88000, Épinal, France","1 Av. Dutac, 88000, Épinal, France",Quartier - Epinal - Gare,A-Q-L0163
Smash Naan Game,"21 Rue Général Leclerc, 88000 Épinal",Rue,A-R-L0243,,21,,,Général Leclerc,,,,,,21 Général Leclerc,21 Général Leclerc,21 Général Leclerc,,
SNCF - Siège Social,"2, place aux Étoiles, 93200 Saint-Denis, France",Rue,A-R-L0244,,2,,Pl.,aux Étoiles,93200,Saint-Denis,,France,,2 Pl. aux Étoiles,"2 Pl. aux Étoiles, 93200, Saint-Denis, France","2 Pl. aux Étoiles, 93200, Saint-Denis, France",Quartier - Paris - Stade de France,A-Q-L0205
Stade Marcel Picot - Nancy,"90 Bd Jean Jaurès, 54510 Tomblaine, France",Rue,A-R-L0245,,90,,Bd.,Jean Jaurès,54510,Tomblaine,,France,,90 Bd. Jean Jaurès,"90 Bd. Jean Jaurès, 54510, Tomblaine, France","90 Bd. Jean Jaurès, 54510, Tomblaine, France",Quartier - Nancy - Stade Marcel Picot,A-Q-L0193
STAN - Transport en commun - Nancy,"59 rue Marcel Brot, 54000, Nancy, France",Rue,A-R-L0246,,59,,Rue,Marcel Brot,54000,Nancy,,France,,59 Rue Marcel Brot,"59 Rue Marcel Brot, 54000, Nancy, France","59 Rue Marcel Brot, 54000, Nancy, France",Quartier - Nancy - Dépot Kéolis,A-Q-L0185
Starbucks Coffee - Gare Nancy,"5 Bis Avenue Foch, 54000 Nancy",Rue,A-R-L0247,,5,Bis,Av,Foch,54000,Nancy,,,,5 Bis Av Foch,"5 Bis Av Foch, 54000, Nancy","5 Bis Av Foch, 54000, Nancy",Quartier - Nancy - Gare,A-Q-L0187
Stationnement Nancy - Cathédrale Notre-Dame-de-l'Annonciation,"66 Rue Saint-Georges, 54000 Nancy, France",Rue,A-R-L0248,,66,,Rue,Saint-Georges,54000,Nancy,,France,,66 Rue Saint-Georges,"66 Rue Saint-Georges, 54000, Nancy, France","66 Rue Saint-Georges, 54000, Nancy, France",Quartier - Nancy - Cathédrale Notre-Dame-de-l'Annonciation,A-Q-L0183
Steam - Valve Corp - Plateforme Gaming - Siège Social,"10400 NE 4th St floor 14, Bellevue, WA 98004, États-Unis",Rue,A-R-L0249,,10400,NE,,4th St floor 14,,Bellevue,WA 98004,États-Unis,,10400 NE 4th St floor 14,"10400 NE 4th St floor 14, Bellevue, WA 98004, États-Unis","10400 NE 4th St floor 14, Bellevue, WA 98004, États-Unis",Quartier - Bellevue (USA) - City Hall,A-Q-L0155
Supermarché MATCH & Commerces,"120 av André Malraux, 54600, Villers Lès Nancy, France",Rue,A-R-L0250,,120,,Av.,André Malraux,54600,Villers-lès-Nancy,,France,,120 Av. André Malraux,"120 Av. André Malraux, 54600, Villers-lès-Nancy, France","120 Av. André Malraux, 54600, Villers-lès-Nancy, France",Quartier - Villers Les Nancy - Match,A-Q-L0218
Sygestim - Agence Immo - Epinal,"1 Place Foch, 88000, Épinal, France",Rue,A-R-L0251,,1,,Pl.,Foch,88000,Épinal,,France,,1 Pl. Foch,"1 Pl. Foch, 88000, Épinal, France","1 Pl. Foch, 88000, Épinal, France",Quartier - Epinal - Musée d'art,A-Q-L0170
Syma - Mobile - Siège Social,"6 Rue du Général Alain de Boissieu, 75015, Paris, France",Rue,A-R-L0252,,6,,Rue,du Général Alain de Boissieu,75015,Paris,,France,,6 Rue du Général Alain de Boissieu,"6 Rue du Général Alain de Boissieu, 75015, Paris, France","6 Rue du Général Alain de Boissieu, 75015, Paris, France",Quartier - Paris - Parc Omnisport Suzanne Lenglen,A-Q-L0202
Tacos One  - Magasin Nancy,"2 Rue Boulay de la Meurthe, 54000, Nancy, France",Rue,A-R-L0253,,2,,Rue,Boulay de la Meurthe,54000,Nancy,,France,,2 Rue Boulay de la Meurthe,"2 Rue Boulay de la Meurthe, 54000, Nancy, France","2 Rue Boulay de la Meurthe, 54000, Nancy, France",Quartier - Nancy - Place des Vosges,A-Q-L0191
Temu - Siège Social,"Qihang Road No.300 Shanghai Pudong International Airport, Shanghai, Chine",Rue,A-R-L0254,Qihang Road No.,300,,,Shanghai Pudong International Airport,,Shanghai,,Chine,,Qihang Road No. 300 Shanghai Pudong International Airport,"Qihang Road No. 300 Shanghai Pudong International Airport, Shanghai, Chine","Qihang Road No. 300 Shanghai Pudong International Airport, Shanghai, Chine",Quartier - Shanghai (Chine) - Aéroport,A-Q-L0212
The Place To Be - Epinal,"7 Pl. des Vosges, 88000 Épinal, France",Rue,A-R-L0255,,7,,Pl.,des Vosges,88000,Épinal,,France,,7 Pl. des Vosges,"7 Pl. des Vosges, 88000, Épinal, France","7 Pl. des Vosges, 88000, Épinal, France",Quartier - Epinal - Place des vosges,A-Q-L0173
UGC Cinécité - Ludres,"350 Rue des Mazurots, 54710 , Ludres, France",Rue,A-R-L0256,,350,,Rue,des Mazurots,54710,Ludres,,France,,350 Rue des Mazurots,"350 Rue des Mazurots, 54710, Ludres, France","350 Rue des Mazurots, 54710, Ludres, France",Quartier - Ludres Nancy - UGC Cinécité,A-Q-L0180
Vepee - Siège Social,"49 AVENUE du président Wilson, 93210 SAINT-DENIS",Rue,A-R-L0257,,49,,Av.,du président Wilson,93210,Saint-Denis,,,,49 Av. du président Wilson,"49 Av. du président Wilson, 93210, Saint-Denis","49 Av. du président Wilson, 93210, Saint-Denis",Quartier - Paris - Stade de France,A-Q-L0205
Ville - Amberieu en Bugey,"1 Pl. Robert Marcelpoil, 01500, Ambérieu-en-Bugey, France",Ville,A-V-L0258,,1,,Pl.,Robert Marcelpoil,01500,Ambérieu-en-Bugey,,France,,1 Pl. Robert Marcelpoil,"1 Pl. Robert Marcelpoil, 01500, Ambérieu-en-Bugey, France","1 Pl. Robert Marcelpoil, 01500, Ambérieu-en-Bugey, France",Département - Ain,A-D-L0041
Ville - Bellevue (USA),"110th Avenue Northeast, Bellevue, Washington, États-Unis",Ville,A-V-L0259,,110,th,Avenue,Northeast,,Bellevue,WA 98004,États-Unis,,110 th Avenue Northeast,"110 th Avenue Northeast, Bellevue, WA 98004, États-Unis","110 th Avenue Northeast, Bellevue, WA 98004, États-Unis",Département - Seattle,A-D-L0055
Ville - Berlin,"Rotes Rathaus, Rathausstraße 15, 10178 Berlin, Allemagne",Ville,A-V-L0260,,,,,"Rotes Rathaus, Rathausstraße 15",10178 ,Berlin,,Allemagne,,"Rotes Rathaus, Rathausstraße 15","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne",Département - Land de Berlin,A-D-L0049
Ville - Bordeaux," Pl. Pey Berland, 33000 Bordeaux cedex",Ville,A-V-L0261,,,,Pl.,Pey Berland,33000,Bordeaux,,France,,Pl. Pey Berland,"Pl. Pey Berland, 33000, Bordeaux, France","Pl. Pey Berland, 33000, Bordeaux, France",Département - Gironde,A-D-L0045
Ville - Bourg en Bresse,"Pl. de l'Hôtel de ville, 01012 Bourg-en-Bresse, France",Ville,A-V-L0262,,,,Pl.,l'Hôtel de ville,01012,Bourg-en-Bresse,,France,,Pl. l'Hôtel de ville,"Pl. l'Hôtel de ville, 01012, Bourg-en-Bresse, France","Pl. l'Hôtel de ville, 01012, Bourg-en-Bresse, France",Département - Ain,A-D-L0041
Ville - Bucharest,"Bulevardul Regina Elisabeta 47, București 030167, Roumanie",Ville,A-V-L0263,Bulevardul Regina Elisabeta ,47,,,,,Bucharest,,Roumanie,,Bulevardul Regina Elisabeta  47,"Bulevardul Regina Elisabeta  47, Bucharest, Roumanie","Bulevardul Regina Elisabeta  47, Bucharest, Roumanie",Département - Bucharest,A-D-L0043
Ville - Digne les Bains,"1 Bd Martin Bret, 04990 Digne-les-Bains, France",Ville,A-V-L0264,,1,,Bd.,Martin Bret,04990,Digne-les-Bains,,France,,1 Bd. Martin Bret,"1 Bd. Martin Bret, 04990, Digne-les-Bains, France","1 Bd. Martin Bret, 04990, Digne-les-Bains, France",Département - Alpes-de-Haute-Provence,A-D-L0042
Ville - Epinal & Agglo,"9 Rue Général Leclerc, 88000 Épinal",Ville,A-V-L0265,,9,,Rue,Général Leclerc,88000,Épinal,,France,,9 Rue Général Leclerc,"9 Rue Général Leclerc, 88000, Épinal, France","9 Rue Général Leclerc, 88000, Épinal, France",Départemement - Vosges,A-D-L0040
Ville - Gorinchem,"Stadhuisplein 1, 4205 AZ Gorinchem, Pays-Bas",Ville,A-V-L0266,Stadhuisplein 1,,,,4205 AZ ,,,,,,Stadhuisplein 1 4205 AZ ,Stadhuisplein 1 4205 AZ ,Stadhuisplein 1 4205 AZ ,Département - Hollande-Méridionale,A-D-L0046
Ville - Lyon,"1 Pl. de la Comédie, 69001 Lyon",Ville,A-V-L0267,,1,,Pl.,de la Comédie,69001,Lyon,,France,,1 Pl. de la Comédie,"1 Pl. de la Comédie, 69001, Lyon, France","1 Pl. de la Comédie, 69001, Lyon, France",Département - Rhône-Alpes,A-D-L0053
Ville - Nancy & Agglo,"1 Pl. Stanislas, 54000 Nancy, France",Ville,A-V-L0268,,1,,Pl.,Stanislas,54000,Nancy,,France,,1 Pl. Stanislas,"1 Pl. Stanislas, 54000, Nancy, France","1 Pl. Stanislas, 54000, Nancy, France",Départemement - Meurthe & Moselle,A-D-L0039
Ville - Paris,"15 Pl. de l'Hôtel de Ville, 75004 Paris",Ville,A-V-L0269,,15,,Pl.,de l'Hôtel de Ville,75004,Paris,,France,,15 Pl. de l'Hôtel de Ville,"15 Pl. de l'Hôtel de Ville, 75004, Paris, France","15 Pl. de l'Hôtel de Ville, 75004, Paris, France",Département - Paris,A-D-L0052
Ville - Rennes,"1 place de la Mairie, 35000 Rennes",Ville,A-V-L0270,,1,,Pl,de la Mairie,35000,Rennes,,France,,1 Pl de la Mairie,"1 Pl de la Mairie, 35000, Rennes, France","1 Pl de la Mairie, 35000, Rennes, France",Département - Ille et Villaine,A-D-L0047
Ville - Rotterdam,"Coolsingel 40, 3011 AD Rotterdam, Pays-Bas",Ville,A-V-L0271,Coolsingel 40,3011,AD,,,,Rotterdam,,Pays-Bas,,Coolsingel 40 3011 AD,"Coolsingel 40 3011 AD, Rotterdam, Pays-Bas","Coolsingel 40 3011 AD, Rotterdam, Pays-Bas",Département - Hollande-Méridionale,A-D-L0046
Ville - Roubaix,"17 Grand Place, 59100 Roubaix",Ville,A-V-L0272,,17,,,Grand Place,59100,Roubaix,,France,,17 Grand Place,"17 Grand Place, 59100, Roubaix, France","17 Grand Place, 59100, Roubaix, France",Département - Nord,A-D-L0051
Ville - Rouen,"2 Pl. du Général de Gaulle, 76000 Rouen",Ville,A-V-L0273,,2,,Pl.,du Général de Gaulle,76000,Rouen,,France,,2 Pl. du Général de Gaulle,"2 Pl. du Général de Gaulle, 76000, Rouen, France","2 Pl. du Général de Gaulle, 76000, Rouen, France",Département - Seine-Maritime,A-D-L0056
Ville - San Fransisco (USA),"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, États-Unis",Ville,A-V-L0274,,1,,, Dr Carlton B Goodlett Pl,,San Francisco,CA 94102,États-Unis,,1  Dr Carlton B Goodlett Pl,"1  Dr Carlton B Goodlett Pl, San Francisco, CA 94102, États-Unis","1  Dr Carlton B Goodlett Pl, San Francisco, CA 94102, États-Unis",Département - San Francisco County,A-D-L0054
Ville - Shanghai (Chine),"200 Renmin Ave, People's Square, Huangpu, Shanghai, Chine, 200003",Ville,A-V-L0275,,200,,Renmin Ave,"People's Square, Huangpu",,Shanghai,,Chine,,"200 Renmin Ave People's Square, Huangpu","200 Renmin Ave People's Square, Huangpu, Shanghai, Chine","200 Renmin Ave People's Square, Huangpu, Shanghai, Chine",Département - Chine de l'Est,A-D-L0044
Ville - Toulon,"282 Av. de la République, 83000, Toulon, France",Ville,A-V-L0276,,282,,Av.,de la République,83000,Toulon,,France,,282 Av. de la République,"282 Av. de la République, 83000, Toulon, France","282 Av. de la République, 83000, Toulon, France",Département - Var,A-D-L0057
Ville - Tours,"361 Pl. Jean Jaurès, 37000 Tours, France",Ville,A-V-L0277,,361,,Pl.,Jean Jaurès,37000,Tours,,France,,361 Pl. Jean Jaurès,"361 Pl. Jean Jaurès, 37000, Tours, France","361 Pl. Jean Jaurès, 37000, Tours, France",Département - Indre-et-Loire,A-D-L0048
Ville - Vagney,"12 Pl. Caritey, 88120 Vagney, France",Ville,A-V-L0278,,12,,Pl.,Caritey,88120,Vagney,,France,,12 Pl. Caritey,"12 Pl. Caritey, 88120, Vagney, France","12 Pl. Caritey, 88120, Vagney, France",Départemement - Vosges,A-D-L0040
Ville - Ventron,"1 Pl. de la Mairie, 88310 Ventron, France",Ville,A-V-L0279,,1,,Pl,de la Mairie,88310,Ventron,,France,,1 Pl de la Mairie,"1 Pl de la Mairie, 88310, Ventron, France","1 Pl de la Mairie, 88310, Ventron, France",Départemement - Vosges,A-D-L0040
Ville - Wilmington (USA - DE),"512 N Market St, Wilmington, DE 19801, États-Unis",Ville,A-V-L0280,,512,N,,Market St,,Wilmington,DE 19801,États-Unis,,512 N Market St,"512 N Market St, Wilmington, DE 19801, États-Unis","512 N Market St, Wilmington, DE 19801, États-Unis",Département - New Castel ( USA),A-D-L0050
Yanna fleurs - Nancy,"14 Pl. des Vosges, 54000 Nancy",Rue,A-R-L0281,,14,,Pl,des Vosges,54000,Nancy,,France,,14 Pl des Vosges,"14 Pl des Vosges, 54000, Nancy, France","14 Pl des Vosges, 54000, Nancy, France",Quartier - Nancy - Place des Vosges,A-Q-L0191
